,C-index,Concordance,Discordant,Tied risk,Tied time
0,0.7801089358939475,163418.0,46063.0,0.0,89.0
1,0.7760631871321142,180496.0,52083.0,0.0,6300.0
2,0.7905515083044399,182634.0,48387.0,0.0,10030.0
3,0.7835655349074698,182617.0,50442.0,0.0,7540.0
4,0.7780326913111073,144129.0,41119.0,0.0,9138.0
5,0.7830936942016727,166658.0,46162.0,0.0,6360.0
6,0.7776151196944531,165730.0,47396.0,0.0,7738.0
7,0.7555701450326656,164573.0,53240.0,0.0,7587.0
8,0.7732846322136171,163651.0,47980.0,0.0,8948.0
9,0.7958196098302508,188466.0,48354.0,0.0,8767.0
10,0.7774167273604868,180391.0,51648.0,0.0,1336.0
11,0.7816660081454015,205747.0,57469.0,0.0,9814.0
12,0.7667383199699149,165147.0,50242.0,0.0,7599.0
13,0.7713200196627019,167894.0,49777.0,0.0,8877.0
14,0.7760964264465423,186534.0,53815.0,0.0,2531.0
15,0.7852701212789416,178060.0,48690.0,0.0,5044.0
16,0.8137500063403822,160430.0,36719.0,0.0,3913.0
17,0.7878198482527042,171740.0,46254.0,0.0,8779.0
18,0.7860704019144807,161609.0,43982.0,0.0,5111.0
19,0.7518607374943328,159202.0,52542.0,0.0,3850.0
20,0.7863671466860491,173103.0,47027.0,0.0,5089.0
21,0.7661383661887694,164162.0,50110.0,0.0,7626.0
22,0.7785283871575182,165375.0,47045.0,0.0,98.0
23,0.8176842382684733,173744.0,38739.0,0.0,5127.0
24,0.7757307421824701,156634.0,45284.0,0.0,2631.0
25,0.7696154616272085,161433.0,48325.0,0.0,6338.0
26,0.8057059504912266,187802.0,45288.0,0.0,3832.0
27,0.7686474975147761,184799.0,55622.0,0.0,3808.0
28,0.7834340014324618,204546.0,56543.0,0.0,8656.0
29,0.7806835446503119,171111.0,48070.0,0.0,7549.0
30,0.7854364746403854,169432.0,46285.0,0.0,6363.0
31,0.7979374653874362,159933.0,40500.0,0.0,2616.0
32,0.8172968677571022,172788.0,38626.0,0.0,6385.0
33,0.793523668949054,174184.0,45323.0,0.0,3809.0
34,0.7802450298433784,173862.0,48968.0,0.0,7612.0
35,0.7862541056838634,182168.0,49523.0,0.0,11280.0
36,0.7916496091624083,164371.0,43260.0,0.0,7731.0
37,0.801010622008027,198782.0,49382.0,0.0,8720.0
38,0.7983961400138495,178709.0,45126.0,0.0,6304.0
39,0.7977657822685154,163751.0,41511.0,0.0,3878.0
40,0.7669089979504244,171000.0,51973.0,0.0,6308.0
41,0.7814461217863288,193497.0,54117.0,0.0,3803.0
42,0.7646143762979809,193660.0,59618.0,0.0,7417.0
43,0.7839259537344918,175405.0,48347.0,0.0,8909.0
44,0.7901499831479609,168795.0,44829.0,0.0,1464.0
45,0.7804204882737981,157499.0,44314.0,0.0,7674.0
46,0.7964445216469115,174231.0,44530.0,0.0,5086.0
47,0.795886062483511,187038.0,47968.0,0.0,6332.0
48,0.7932735128579279,167441.0,43635.0,0.0,2587.0
49,0.7726057098102143,161779.0,47615.0,0.0,7597.0
50,0.7741036028270988,179623.0,52417.0,0.0,11180.0
51,0.7928067513488487,172950.0,45199.0,0.0,3861.0
52,0.828794582776516,175513.0,36256.0,0.0,3885.0
53,0.7660283841357323,162899.0,49755.0,0.0,7533.0
54,0.8091583488772764,170484.0,40209.0,0.0,2618.0
55,0.8010395222463325,172765.0,42911.0,0.0,5076.0
56,0.808175896750993,186982.0,44381.0,0.0,8833.0
57,0.8239477713769244,187795.0,40126.0,0.0,11286.0
58,0.7998601013205587,188675.0,47210.0,0.0,11337.0
59,0.7889418211673954,165277.0,44215.0,0.0,6376.0
60,0.7686367103117878,168303.0,50660.0,0.0,2603.0
61,0.76311518239872,165029.0,51228.0,0.0,3849.0
62,0.775411936652852,154918.0,44870.0,0.0,6344.0
63,0.8073641472241019,164649.0,39285.0,0.0,2616.0
64,0.7568665475487647,193583.0,62186.0,0.0,6280.0
65,0.8154500316452875,182956.0,41406.0,0.0,5099.0
66,0.8114014765390912,157605.0,36633.0,0.0,6415.0
67,0.7667613706346534,186757.0,56809.0,0.0,8739.0
68,0.7526667272396874,165677.0,54443.0,0.0,7593.0
69,0.7806332924517784,168036.0,47220.0,0.0,7619.0
70,0.8059717831875967,176694.0,42537.0,0.0,6357.0
71,0.8041455410546918,190642.0,46432.0,0.0,6313.0
72,0.811666027607362,169346.0,39294.0,0.0,6411.0
73,0.7940144238311453,177147.0,45956.0,0.0,3869.0
74,0.8110273466371027,164598.0,38352.0,0.0,2623.0
75,0.7957141540189234,189894.0,48752.0,0.0,5067.0
76,0.7767756267548899,162945.0,46826.0,0.0,10144.0
77,0.7677125465379018,190947.0,57775.0,0.0,11254.0
78,0.806329265595045,174967.0,42025.0,0.0,3878.0
79,0.7884681276811535,172587.0,46302.0,0.0,6329.0
80,0.8067312568105559,149547.0,35827.0,0.0,6530.0
81,0.7991091434279081,148007.0,37208.0,0.0,7844.0
82,0.7898792052382028,167922.0,44670.0,0.0,3867.0
83,0.7803982616592073,180471.0,50784.0,0.0,7536.0
84,0.7821774064857265,181358.0,50505.0,0.0,3818.0
85,0.8004622685583614,195324.0,48690.0,0.0,7510.0
86,0.7943551552808964,141651.0,36671.0,0.0,5231.0
87,0.7861012169783318,190683.0,51885.0,0.0,8835.0
88,0.7887126222258287,194394.0,52076.0,0.0,7448.0
89,0.7977670236230842,169630.0,43001.0,0.0,7625.0
90,0.7861475537685655,181446.0,49358.0,0.0,11293.0
91,0.779775886461117,173621.0,49034.0,0.0,6347.0
92,0.8054988162680697,163654.0,39517.0,0.0,6419.0
93,0.8020118773482002,198522.0,49008.0,0.0,5018.0
94,0.7798979298229674,154497.0,43602.0,0.0,5181.0
95,0.7923463604553743,160775.0,42135.0,0.0,3892.0
96,0.7838368118543413,164195.0,45281.0,0.0,5083.0
97,0.788844342921076,169215.0,45295.0,0.0,5112.0
98,0.7921684352768174,159454.0,41834.0,0.0,2604.0
99,0.7898168350572471,184254.0,49033.0,0.0,10091.0
100,0.7780499268853144,148981.0,42499.0,0.0,2628.0
101,0.7813743904724039,170978.0,47839.0,0.0,3853.0
102,0.7865722190645742,167451.0,45436.0,0.0,11529.0
103,0.8209371631475493,168311.0,36712.0,0.0,10248.0
104,0.7967153731306753,162757.0,41528.0,0.0,2620.0
105,0.8028501771935557,191658.0,47064.0,0.0,6300.0
106,0.7911509915757822,165758.0,43757.0,0.0,7626.0
107,0.8270943068059412,167389.0,34993.0,0.0,3877.0
108,0.83429859545691,192456.0,38224.0,0.0,5116.0
109,0.7881003398047746,182063.0,48952.0,0.0,2609.0
110,0.8002680711193627,168967.0,42171.0,0.0,3855.0
111,0.7737940658660222,167456.0,48953.0,0.0,6303.0
112,0.78645923098588,187090.0,50799.0,0.0,6331.0
113,0.8089317613433369,181136.0,42784.0,0.0,7616.0
114,0.823954100845738,171759.0,36698.0,0.0,7730.0
115,0.7756996580600797,164695.0,47623.0,0.0,8733.0
