covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,z,p,-log2(p)
BBLocal20,0.8933819870344112,2.4433791702176215,0.060684806786847546,0.7744419513234182,1.0123220227454042,2.16938116903769,2.7519837706075476,14.721674737671528,4.679268292580865e-49,160.54819369941487
