,Predicted probability,Observed probability,Observed probability histogram,Observed probability bin edges,Delta,Predicted probability interp,Observed probability interp
0,0.0032586044873104125,0.0031826701867332385,1383.0,0.0031826701867332385,0.0018226150427161913,0.0,0.0
1,0.00398716697350221,0.0037625743809889256,69.0,0.08991653282536619,0.0017728095599105487,0.009090322758426316,0.007685849060784289
2,0.0041768654393452564,0.003911835965168531,9.0,0.17665039546399913,0.0007479134204759763,0.018180645516852632,0.014772096794970047
3,0.004468928913514025,0.004140548119697995,3.0,0.2633842581026321,0.004138351734961687,0.02727096827527895,0.02220781981063824
4,0.004492825744949358,0.00415920837186623,3.0,0.350118120741265,0.013999067384579233,0.036361291033705265,0.029854122663761307
5,0.004500803758383354,0.004165436462762129,5.0,0.43685198337989795,0.006831674091474338,0.045451613792131584,0.037602764635870756
6,0.004690288791828756,0.004313122709475037,0.0,0.523585846018531,0.005335936845198064,0.0545419365505579,0.04541195968285017
7,0.004712679063096914,0.0043305451496500336,0.0,0.6103197086571639,0.006491455620541764,0.06363225930898421,0.05327312208523716
8,0.00484091595111813,0.004430220149300168,1.0,0.6970535712957968,0.0008753272175143767,0.07272258206741053,0.06118061170352451
9,0.004873191756346484,0.004455278943765739,1.0,0.7837874339344297,0.00297898359776827,0.08181290482583685,0.06913018808370364
10,0.0048826743063963285,0.004462639063170459,,0.8705212965730627,0.016126079844458574,0.09090322758426317,0.07711854609485436
11,0.004955535297845981,0.004519160979484682,,,0.005199445873378283,0.09999355034268947,0.08514303769336173
12,0.005046642175848937,0.004589762632454364,,,0.0014690399787351538,0.1090838731011158,0.09320149479357565
13,0.005054707636627964,0.004596008963367759,,,0.0014945677955118253,0.11817419585954211,0.1012921110177829
14,0.00509628144319485,0.004628196310734967,,,0.0024114565015549427,0.12726451861796842,0.10941335967101418
15,0.005142537410761205,0.004663990022896081,,,0.0017607547738680562,0.13635484137639475,0.11756393501887219
16,0.005162334822527703,0.00467930374265868,,,0.0041462413682147314,0.14544516413482106,0.1257427091203126
17,0.005188583592348417,0.0046996023924933406,,,0.016897407434927958,0.15453548689324736,0.13394869937219334
18,0.005215231962281575,0.004720203932077949,,,0.0015144674443349215,0.1636258096516737,0.14218104362969364
19,0.005336185112395753,0.004813636465438531,,,0.001220708062453335,0.1727161324101,0.15043898080985152
20,0.00545328997691652,0.004903985523426302,,,0.0003771660823537193,0.18180645516852634,0.1587218355445119
21,0.005462304526211215,0.0049109361619554814,,,0.004592583108407489,0.19089677792695264,0.16702900587762137
22,0.005574410400500218,0.004997326294613136,,,0.0020529117834332533,0.19998710068537895,0.17535995328784348
23,0.0055965898138818915,0.005014407648729846,,,0.0073924459819172395,0.20907742344380528,0.18371419451270143
24,0.005624154438715667,0.0050356317844530984,,,0.010447025481709948,0.2181677462022316,0.1920912947864456
25,0.0056378304349139485,0.005046160121010779,,,0.0029940840235036514,0.2272580689606579,0.2004908622003
26,0.005649494563035873,0.0050551386710183666,,,0.00824151167270848,0.23634839171908423,0.20891254296329187
