,PFOA,PFOA,RadScore,RadScore,KLG,KLG,KRRiskScore,KRRiskScore
,training,testing,training,testing,training,testing,training,testing
30m,0.7496260284218399,0.6130485893416928,0.8763890372903088,0.7748573265814644,0.8245004808206005,0.7797906116871633,0.9202505609573672,0.8839120649465477
60m,0.7254435954443621,0.6848117475286627,0.8528617549598357,0.8449253654253396,0.8106275501946454,0.798507308506792,0.911834606833457,0.9301998863695057
84m,0.6843387892350412,0.6502398081534772,0.802937282515729,0.8303709973197912,0.7616255228409743,0.7719221681478347,0.8743599957821232,0.9158202849485119
