,FPR,TPR,Threshold,Cohort
0,0.0,0.0,2.4254428082688126,Training
1,0.0007961783439490446,0.0,1.4254428082688126,Training
2,0.0007961783439490446,0.033707865168539325,1.0318338663635498,Training
3,0.0015923566878980893,0.033707865168539325,1.0316138466654963,Training
4,0.0015923566878980893,0.07303370786516854,0.907023675852569,Training
5,0.0031847133757961785,0.07303370786516854,0.8800337405817399,Training
6,0.0031847133757961785,0.08426966292134831,0.8493053654117086,Training
7,0.005573248407643312,0.08426966292134831,0.7952641320801266,Training
8,0.005573248407643312,0.09550561797752809,0.7872480471614165,Training
9,0.006369426751592357,0.09550561797752809,0.7847198919859071,Training
10,0.006369426751592357,0.10112359550561797,0.7798121112384402,Training
11,0.007961783439490446,0.10112359550561797,0.7696735725917896,Training
12,0.007961783439490446,0.10674157303370786,0.7583586019994814,Training
13,0.009554140127388535,0.10674157303370786,0.7496020638376468,Training
14,0.009554140127388535,0.11797752808988764,0.7301397492789167,Training
15,0.011146496815286623,0.11797752808988764,0.724011560330826,Training
16,0.011146496815286623,0.12359550561797752,0.7186982716085129,Training
17,0.018312101910828025,0.12359550561797752,0.6616185997590246,Training
18,0.018312101910828025,0.12921348314606743,0.6608168602939956,Training
19,0.01910828025477707,0.12921348314606743,0.6593727178931813,Training
20,0.01910828025477707,0.1404494382022472,0.6396145765693418,Training
21,0.020700636942675158,0.1404494382022472,0.6313965013816153,Training
22,0.020700636942675158,0.14606741573033707,0.6312242189851351,Training
23,0.022292993630573247,0.14606741573033707,0.6258013185579077,Training
24,0.022292993630573247,0.15168539325842698,0.6105768352583991,Training
25,0.02945859872611465,0.15168539325842698,0.5736404541259134,Training
26,0.02945859872611465,0.15730337078651685,0.5715885329602812,Training
27,0.03343949044585987,0.15730337078651685,0.560008445448257,Training
28,0.03343949044585987,0.16853932584269662,0.5566537663452346,Training
29,0.035828025477707005,0.16853932584269662,0.547448889660135,Training
30,0.035828025477707005,0.17415730337078653,0.5402242969359785,Training
31,0.03901273885350318,0.17415730337078653,0.5314588654195392,Training
32,0.03901273885350318,0.1853932584269663,0.5283087203873452,Training
33,0.03980891719745223,0.1853932584269663,0.5143311135940447,Training
34,0.03980891719745223,0.19101123595505617,0.5138696441291928,Training
35,0.042993630573248405,0.19101123595505617,0.5064271169433247,Training
36,0.042993630573248405,0.19662921348314608,0.5062961349423427,Training
37,0.04617834394904458,0.19662921348314608,0.4961129702461426,Training
38,0.04617834394904458,0.20224719101123595,0.4952266556573033,Training
39,0.04777070063694268,0.20224719101123595,0.49058753447590264,Training
40,0.04777070063694268,0.21910112359550563,0.4863794106397942,Training
41,0.052547770700636945,0.21910112359550563,0.46671966450213076,Training
42,0.052547770700636945,0.2303370786516854,0.4659880610408506,Training
43,0.05334394904458599,0.2303370786516854,0.4640671662881311,Training
44,0.05334394904458599,0.24157303370786518,0.4579249334895025,Training
45,0.058121019108280256,0.24157303370786518,0.43433465017544765,Training
46,0.058121019108280256,0.24719101123595505,0.4341270100830655,Training
47,0.0589171974522293,0.24719101123595505,0.4324763771312293,Training
48,0.0589171974522293,0.25280898876404495,0.4314537148198436,Training
49,0.06130573248407643,0.25280898876404495,0.4258839649416984,Training
50,0.06130573248407643,0.25842696629213485,0.4257639120507124,Training
51,0.06289808917197452,0.25842696629213485,0.4186013507137354,Training
52,0.06289808917197452,0.2640449438202247,0.41429700461187113,Training
53,0.06369426751592357,0.2640449438202247,0.4116213476770787,Training
54,0.06369426751592357,0.2696629213483146,0.40827121414232237,Training
55,0.06449044585987261,0.2696629213483146,0.40506444505808575,Training
56,0.06449044585987261,0.2752808988764045,0.39979201080738536,Training
57,0.0660828025477707,0.2752808988764045,0.39652302154833285,Training
58,0.0660828025477707,0.2808988764044944,0.39046309790857625,Training
59,0.06687898089171974,0.2808988764044944,0.3889312325345462,Training
60,0.06687898089171974,0.28651685393258425,0.38829593773033033,Training
61,0.07484076433121019,0.28651685393258425,0.37311065291355205,Training
62,0.07484076433121019,0.29775280898876405,0.36860421755269507,Training
63,0.07722929936305732,0.29775280898876405,0.3651783506121959,Training
64,0.07722929936305732,0.3089887640449438,0.36290082394323964,Training
65,0.07802547770700637,0.3089887640449438,0.36282027680622175,Training
66,0.07802547770700637,0.3146067415730337,0.36090667429740336,Training
67,0.0804140127388535,0.3146067415730337,0.3559598585958012,Training
68,0.0804140127388535,0.3202247191011236,0.3510086684407909,Training
69,0.08121019108280254,0.3202247191011236,0.34785540095504214,Training
70,0.08121019108280254,0.3258426966292135,0.346585776578771,Training
71,0.08280254777070063,0.3258426966292135,0.34434399853853503,Training
72,0.08280254777070063,0.33146067415730335,0.33907032191666164,Training
73,0.08359872611464968,0.33146067415730335,0.3389631023775955,Training
74,0.08359872611464968,0.33707865168539325,0.3367625306608006,Training
75,0.08598726114649681,0.33707865168539325,0.33306474062145014,Training
76,0.08598726114649681,0.34269662921348315,0.3320568178596212,Training
77,0.09235668789808917,0.34269662921348315,0.3207490386466533,Training
78,0.09235668789808917,0.34831460674157305,0.31912846139019474,Training
79,0.09474522292993631,0.34831460674157305,0.3164368472040719,Training
80,0.09474522292993631,0.3539325842696629,0.3163979109102244,Training
81,0.09713375796178345,0.3539325842696629,0.31239905916068184,Training
82,0.09713375796178345,0.3707865168539326,0.3085532379820272,Training
83,0.09872611464968153,0.3707865168539326,0.3077564649946085,Training
84,0.09872611464968153,0.37640449438202245,0.30688910466163,Training
85,0.10031847133757962,0.37640449438202245,0.30257178911526805,Training
86,0.10031847133757962,0.38202247191011235,0.3021330786147653,Training
87,0.10111464968152867,0.38202247191011235,0.3010599988472959,Training
88,0.10111464968152867,0.38764044943820225,0.30063608735516595,Training
89,0.10270700636942676,0.38764044943820225,0.29782078115248733,Training
90,0.10270700636942676,0.39325842696629215,0.2977532926609781,Training
91,0.10987261146496816,0.39325842696629215,0.2836374673080432,Training
92,0.10987261146496816,0.398876404494382,0.2832333387697362,Training
93,0.11226114649681529,0.398876404494382,0.2777467164286101,Training
94,0.11226114649681529,0.4044943820224719,0.2776816784940237,Training
95,0.11305732484076433,0.4044943820224719,0.27699754579613045,Training
96,0.11305732484076433,0.4157303370786517,0.2728249515363295,Training
97,0.12022292993630573,0.4157303370786517,0.26874050225567025,Training
98,0.12022292993630573,0.42134831460674155,0.26765839176789963,Training
99,0.12101910828025478,0.42134831460674155,0.2652589169080736,Training
100,0.12101910828025478,0.42696629213483145,0.26396295266277636,Training
101,0.12181528662420382,0.42696629213483145,0.26344441297531956,Training
102,0.12181528662420382,0.43820224719101125,0.2619053133748377,Training
103,0.12579617834394904,0.43820224719101125,0.2573837417896558,Training
104,0.12579617834394904,0.4438202247191011,0.2568840671941315,Training
105,0.1337579617834395,0.4438202247191011,0.24571374720082875,Training
106,0.1337579617834395,0.449438202247191,0.245582219416147,Training
107,0.14012738853503184,0.449438202247191,0.23665280229824545,Training
108,0.14012738853503184,0.4550561797752809,0.23490098246344815,Training
109,0.1480891719745223,0.4550561797752809,0.2239579995958534,Training
110,0.1480891719745223,0.4606741573033708,0.2220804742427647,Training
111,0.1536624203821656,0.4606741573033708,0.20894437349126674,Training
112,0.1536624203821656,0.47191011235955055,0.2072029786565047,Training
113,0.15605095541401273,0.47191011235955055,0.2041497156335694,Training
114,0.15605095541401273,0.47752808988764045,0.20383979473453742,Training
115,0.15764331210191082,0.47752808988764045,0.20324913680791992,Training
116,0.15764331210191082,0.48314606741573035,0.20260447148082514,Training
117,0.16003184713375795,0.48314606741573035,0.19246380538256364,Training
118,0.16003184713375795,0.4887640449438202,0.18983712148637302,Training
119,0.1624203821656051,0.4887640449438202,0.18704083757264298,Training
120,0.1624203821656051,0.4943820224719101,0.185852843053908,Training
121,0.16719745222929935,0.4943820224719101,0.1794485981368779,Training
122,0.16719745222929935,0.5056179775280899,0.17824365204955903,Training
123,0.1695859872611465,0.5056179775280899,0.1748561452369449,Training
124,0.1695859872611465,0.5112359550561798,0.17239814605525625,Training
125,0.18471337579617833,0.5112359550561798,0.15463594012530257,Training
126,0.18471337579617833,0.5168539325842697,0.1521043311731236,Training
127,0.18630573248407642,0.5168539325842697,0.1493046252634757,Training
128,0.18630573248407642,0.5224719101123596,0.14873895289851222,Training
129,0.19347133757961785,0.5224719101123596,0.13882194241835177,Training
130,0.19347133757961785,0.5280898876404494,0.13763649113853285,Training
131,0.20382165605095542,0.5280898876404494,0.12476202960189518,Training
132,0.20382165605095542,0.5337078651685393,0.12473972902617378,Training
133,0.21496815286624205,0.5337078651685393,0.11296536856799028,Training
134,0.21496815286624205,0.5393258426966292,0.11272784582678022,Training
135,0.2197452229299363,0.5393258426966292,0.10999829543988975,Training
136,0.2197452229299363,0.5449438202247191,0.1069725879406329,Training
137,0.22372611464968153,0.5449438202247191,0.10196491081039055,Training
138,0.22372611464968153,0.5561797752808989,0.10033531614312416,Training
139,0.22611464968152867,0.5561797752808989,0.09913889398212958,Training
140,0.22611464968152867,0.5617977528089888,0.0988206704484831,Training
141,0.22929936305732485,0.5617977528089888,0.09733156856548762,Training
142,0.22929936305732485,0.5730337078651685,0.09732095467447009,Training
