,FPR,TPR,Threshold,Cohort
0,0.0,0.0,2.797995929733304,Training
1,0.0007961783439490446,0.0,1.7979959297333037,Training
2,0.0007961783439490446,0.016853932584269662,1.4276269766948553,Training
3,0.0015923566878980893,0.016853932584269662,1.2005002192018057,Training
4,0.0015923566878980893,0.02247191011235955,1.1596628004903757,Training
5,0.0023885350318471337,0.02247191011235955,1.1572462740616911,Training
6,0.0023885350318471337,0.033707865168539325,1.1270782512730633,Training
7,0.0031847133757961785,0.033707865168539325,1.0219997125495137,Training
8,0.0031847133757961785,0.05056179775280899,0.9572386501778137,Training
9,0.003980891719745223,0.05056179775280899,0.9512732930993789,Training
10,0.003980891719745223,0.06741573033707865,0.9333473667237849,Training
11,0.004777070063694267,0.06741573033707865,0.8905001050513216,Training
12,0.004777070063694267,0.07865168539325842,0.8635610180233345,Training
13,0.006369426751592357,0.07865168539325842,0.84034249241921,Training
14,0.006369426751592357,0.08426966292134831,0.8313226005030112,Training
15,0.00875796178343949,0.08426966292134831,0.8224227840679995,Training
16,0.00875796178343949,0.10112359550561797,0.7942899659304701,Training
17,0.009554140127388535,0.10112359550561797,0.7702436122743949,Training
18,0.009554140127388535,0.12359550561797752,0.7242599140949281,Training
19,0.012738853503184714,0.12359550561797752,0.697910413013317,Training
20,0.012738853503184714,0.12921348314606743,0.690460709099989,Training
21,0.016719745222929936,0.12921348314606743,0.6304801853009022,Training
22,0.016719745222929936,0.15168539325842698,0.6177991394822238,Training
23,0.018312101910828025,0.15168539325842698,0.601116648234264,Training
24,0.018312101910828025,0.15730337078651685,0.5998841064155407,Training
25,0.02945859872611465,0.15730337078651685,0.5289417922728401,Training
26,0.02945859872611465,0.17415730337078653,0.517243671561216,Training
27,0.030254777070063694,0.17415730337078653,0.5147098658443059,Training
28,0.030254777070063694,0.1797752808988764,0.514415192489831,Training
29,0.03264331210191083,0.1797752808988764,0.5123423418384565,Training
30,0.03264331210191083,0.1853932584269663,0.5047023822659837,Training
31,0.03343949044585987,0.1853932584269663,0.4999159136935224,Training
32,0.03343949044585987,0.19662921348314608,0.49469267908606745,Training
33,0.03423566878980892,0.19662921348314608,0.4932903211074401,Training
34,0.03423566878980892,0.20224719101123595,0.4880540224361227,Training
35,0.03503184713375796,0.20224719101123595,0.48677600125259474,Training
36,0.03503184713375796,0.20786516853932585,0.4859916402900486,Training
37,0.04060509554140127,0.20786516853932585,0.4698570067286602,Training
38,0.04060509554140127,0.2303370786516854,0.4597434390181777,Training
39,0.04219745222929936,0.2303370786516854,0.45439525504457556,Training
40,0.04219745222929936,0.23595505617977527,0.45237977854390055,Training
41,0.04378980891719745,0.23595505617977527,0.4515452448941705,Training
42,0.04378980891719745,0.24157303370786518,0.44989347913234934,Training
43,0.05015923566878981,0.24157303370786518,0.4286780595421719,Training
44,0.05015923566878981,0.24719101123595505,0.4279258763177393,Training
45,0.0517515923566879,0.24719101123595505,0.42234067263616587,Training
46,0.0517515923566879,0.25280898876404495,0.4204552739696435,Training
47,0.05334394904458599,0.25280898876404495,0.4118136226615576,Training
48,0.05334394904458599,0.25842696629213485,0.4103346564456062,Training
49,0.054140127388535034,0.25842696629213485,0.40930466767888846,Training
50,0.054140127388535034,0.2640449438202247,0.40644820490207256,Training
51,0.06130573248407643,0.2640449438202247,0.38521214762526973,Training
52,0.06130573248407643,0.2696629213483146,0.3839627978849359,Training
53,0.06369426751592357,0.2696629213483146,0.3783524867659373,Training
54,0.06369426751592357,0.2752808988764045,0.37593930922145846,Training
55,0.06847133757961783,0.2752808988764045,0.3533686252609416,Training
56,0.06847133757961783,0.2808988764044944,0.3504870596169576,Training
57,0.0732484076433121,0.2808988764044944,0.3442461085965266,Training
58,0.0732484076433121,0.28651685393258425,0.3439011895736095,Training
59,0.07404458598726114,0.28651685393258425,0.34373801573074614,Training
60,0.07404458598726114,0.29213483146067415,0.33925579156604707,Training
61,0.07484076433121019,0.29213483146067415,0.332109999427101,Training
62,0.07484076433121019,0.29775280898876405,0.32394881873210374,Training
63,0.07563694267515923,0.29775280898876405,0.32313088340619306,Training
64,0.07563694267515923,0.3089887640449438,0.3219223697611952,Training
65,0.08439490445859872,0.3089887640449438,0.30313094188163203,Training
66,0.08439490445859872,0.3146067415730337,0.30258988395946956,Training
67,0.08519108280254777,0.3146067415730337,0.30084621880631524,Training
68,0.08519108280254777,0.3202247191011236,0.29698045698843917,Training
69,0.08598726114649681,0.3202247191011236,0.29564270589027963,Training
70,0.08598726114649681,0.33146067415730335,0.2895919975165118,Training
71,0.08678343949044585,0.33146067415730335,0.2890601969037481,Training
72,0.08678343949044585,0.33707865168539325,0.289025040328042,Training
73,0.08837579617834394,0.33707865168539325,0.28582604609087886,Training
74,0.08837579617834394,0.34269662921348315,0.2850271819550996,Training
75,0.09076433121019108,0.34269662921348315,0.2789135539363331,Training
76,0.09076433121019108,0.34831460674157305,0.27507099412027103,Training
77,0.09872611464968153,0.34831460674157305,0.25637071747899864,Training
78,0.09872611464968153,0.3651685393258427,0.2500337055384149,Training
79,0.10111464968152867,0.3651685393258427,0.24816061083590701,Training
80,0.10111464968152867,0.3707865168539326,0.24700884913384996,Training
81,0.10191082802547771,0.3707865168539326,0.2454446439792938,Training
82,0.10191082802547771,0.37640449438202245,0.2452101790344589,Training
83,0.10270700636942676,0.37640449438202245,0.24349863290344215,Training
84,0.10270700636942676,0.38202247191011235,0.24279810191092038,Training
85,0.10748407643312102,0.38202247191011235,0.2357924675744215,Training
86,0.10748407643312102,0.38764044943820225,0.23561979488532236,Training
87,0.1106687898089172,0.38764044943820225,0.23319034915104206,Training
88,0.1106687898089172,0.39325842696629215,0.23291203501655885,Training
89,0.11385350318471338,0.39325842696629215,0.22819633592733718,Training
90,0.11385350318471338,0.398876404494382,0.22768129147161933,Training
91,0.12261146496815287,0.398876404494382,0.21734093636615054,Training
92,0.12261146496815287,0.4044943820224719,0.21719353724596763,Training
93,0.12818471337579618,0.4044943820224719,0.20769668161067528,Training
94,0.12818471337579618,0.4101123595505618,0.20724903661207802,Training
95,0.12977707006369427,0.4101123595505618,0.2065309373408954,Training
96,0.12977707006369427,0.4157303370786517,0.20211089573750882,Training
