,FPR,TPR,Threshold,Cohort
0,0.0,0.0,2.2219638977964307,Training
1,0.0007961783439490446,0.0,1.2219638977964309,Training
2,0.0007961783439490446,0.0056179775280898875,1.1226458024319588,Training
3,0.0015923566878980893,0.0056179775280898875,0.9919119054154083,Training
4,0.0015923566878980893,0.011235955056179775,0.9066963734843456,Training
5,0.0023885350318471337,0.011235955056179775,0.8991407545025336,Training
6,0.0023885350318471337,0.028089887640449437,0.8588262243872273,Training
7,0.003980891719745223,0.028089887640449437,0.8450507469576656,Training
8,0.003980891719745223,0.0449438202247191,0.8052378951054352,Training
9,0.005573248407643312,0.0449438202247191,0.7808958371189458,Training
10,0.005573248407643312,0.05056179775280899,0.7653010519536004,Training
11,0.006369426751592357,0.05056179775280899,0.7615600371011104,Training
12,0.006369426751592357,0.06179775280898876,0.7175054022431399,Training
13,0.007165605095541401,0.06179775280898876,0.7105047068451472,Training
14,0.007165605095541401,0.06741573033707865,0.6972834920826516,Training
15,0.009554140127388535,0.06741573033707865,0.6716783330193566,Training
16,0.009554140127388535,0.07865168539325842,0.6569571943443893,Training
17,0.010350318471337579,0.07865168539325842,0.652743021195781,Training
18,0.010350318471337579,0.10674157303370786,0.6159999599083709,Training
19,0.011146496815286623,0.10674157303370786,0.6140221462502581,Training
20,0.011146496815286623,0.11797752808988764,0.6023379674586191,Training
21,0.013535031847133758,0.11797752808988764,0.5502453259939301,Training
22,0.013535031847133758,0.12359550561797752,0.548690206356438,Training
23,0.015127388535031847,0.12359550561797752,0.5465144206178357,Training
24,0.015127388535031847,0.12921348314606743,0.5450155220596943,Training
25,0.016719745222929936,0.12921348314606743,0.5311420864172529,Training
26,0.016719745222929936,0.1348314606741573,0.5302532264302894,Training
27,0.01910828025477707,0.1348314606741573,0.526243493019056,Training
28,0.01910828025477707,0.1404494382022472,0.523422932213308,Training
29,0.022292993630573247,0.1404494382022472,0.5096224370332443,Training
30,0.022292993630573247,0.15168539325842698,0.4990876822710928,Training
31,0.024681528662420384,0.15168539325842698,0.48920776948179906,Training
32,0.024681528662420384,0.15730337078651685,0.47789541935873225,Training
33,0.026273885350318472,0.15730337078651685,0.4751995483863458,Training
34,0.026273885350318472,0.16292134831460675,0.471795827819239,Training
35,0.028662420382165606,0.16292134831460675,0.4654172593841638,Training
36,0.028662420382165606,0.16853932584269662,0.4635984357364739,Training
37,0.02945859872611465,0.16853932584269662,0.44948525725400446,Training
38,0.02945859872611465,0.17415730337078653,0.446683371280194,Training
39,0.03264331210191083,0.17415730337078653,0.4409357272206348,Training
40,0.03264331210191083,0.1797752808988764,0.43910324395139305,Training
41,0.03503184713375796,0.1797752808988764,0.4341359283489226,Training
42,0.03503184713375796,0.1853932584269663,0.42755577241032233,Training
43,0.04378980891719745,0.1853932584269663,0.4120374758768184,Training
44,0.04378980891719745,0.19101123595505617,0.41158713112333445,Training
45,0.044585987261146494,0.19101123595505617,0.4083966103451384,Training
46,0.044585987261146494,0.19662921348314608,0.4065296887170917,Training
47,0.04936305732484077,0.19662921348314608,0.3928979679625162,Training
48,0.04936305732484077,0.20224719101123595,0.39145999894944133,Training
49,0.0517515923566879,0.20224719101123595,0.3866839804185437,Training
50,0.0517515923566879,0.20786516853932585,0.38584845035155474,Training
51,0.05493630573248408,0.20786516853932585,0.38502922365063147,Training
52,0.05493630573248408,0.21348314606741572,0.3822158847553044,Training
53,0.06289808917197452,0.21348314606741572,0.36711022541899435,Training
54,0.06289808917197452,0.21910112359550563,0.3638496963517064,Training
55,0.06687898089171974,0.21910112359550563,0.35514687939729506,Training
56,0.06687898089171974,0.2247191011235955,0.3533948593195072,Training
57,0.06767515923566879,0.2247191011235955,0.3531476042152953,Training
58,0.06767515923566879,0.2303370786516854,0.34916807059326477,Training
59,0.06847133757961783,0.2303370786516854,0.3467870665224487,Training
60,0.06847133757961783,0.23595505617977527,0.3464656818450841,Training
61,0.06926751592356688,0.23595505617977527,0.3420857582608433,Training
62,0.06926751592356688,0.25280898876404495,0.33987219324446394,Training
63,0.07722929936305732,0.25280898876404495,0.31610572415887206,Training
64,0.07722929936305732,0.2640449438202247,0.3108608774815298,Training
65,0.07802547770700637,0.2640449438202247,0.30631798205382776,Training
66,0.07802547770700637,0.2696629213483146,0.3043105153157337,Training
67,0.0804140127388535,0.2696629213483146,0.30270594252997984,Training
68,0.0804140127388535,0.2752808988764045,0.3022257298300489,Training
69,0.08121019108280254,0.2752808988764045,0.30195847699963174,Training
70,0.08121019108280254,0.2808988764044944,0.30162761420683853,Training
71,0.08439490445859872,0.2808988764044944,0.2967183229120805,Training
72,0.08439490445859872,0.28651685393258425,0.29602336124848005,Training
73,0.08678343949044585,0.28651685393258425,0.2932534384853006,Training
74,0.08678343949044585,0.29775280898876405,0.2884709994857883,Training
75,0.09156050955414012,0.29775280898876405,0.28021834964098014,Training
76,0.09156050955414012,0.30337078651685395,0.280019244971725,Training
77,0.0963375796178344,0.30337078651685395,0.2743234667926404,Training
78,0.0963375796178344,0.3089887640449438,0.27421512718785424,Training
79,0.10907643312101911,0.3089887640449438,0.25946790287969723,Training
80,0.10907643312101911,0.3146067415730337,0.25891788206981375,Training
81,0.11146496815286625,0.3146067415730337,0.25601012210813867,Training
82,0.11146496815286625,0.3202247191011236,0.2551525341693247,Training
83,0.11703821656050956,0.3202247191011236,0.24753736907440135,Training
84,0.11703821656050956,0.3258426966292135,0.24515016836466882,Training
85,0.12340764331210191,0.3258426966292135,0.2355058211138281,Training
86,0.12340764331210191,0.33146067415730335,0.23479162117064337,Training
87,0.1377388535031847,0.33146067415730335,0.22173505719313602,Training
88,0.1377388535031847,0.34269662921348315,0.21865243109144722,Training
89,0.14012738853503184,0.34269662921348315,0.21706186648136042,Training
90,0.14012738853503184,0.34831460674157305,0.2152825008295523,Training
91,0.14251592356687898,0.34831460674157305,0.2119146482705434,Training
92,0.14251592356687898,0.3539325842696629,0.21132961392028712,Training
93,0.14331210191082802,0.3539325842696629,0.21092822418665022,Training
94,0.14331210191082802,0.3595505617977528,0.21060594082709375,Training
95,0.1449044585987261,0.3595505617977528,0.2083298372920626,Training
96,0.1449044585987261,0.3651685393258427,0.20580236775841113,Training
97,0.15047770700636942,0.3651685393258427,0.19420459883541494,Training
98,0.15047770700636942,0.3707865168539326,0.19390540784146124,Training
99,0.15286624203821655,0.3707865168539326,0.19037687394106653,Training
100,0.15286624203821655,0.37640449438202245,0.18889300002681814,Training
101,0.15764331210191082,0.37640449438202245,0.18171218506081768,Training
102,0.15764331210191082,0.38764044943820225,0.18085592183246255,Training
103,0.1695859872611465,0.38764044943820225,0.17307598769359656,Training
104,0.1695859872611465,0.39325842696629215,0.1725011349613987,Training
105,0.17436305732484075,0.39325842696629215,0.16846149938445637,Training
106,0.17436305732484075,0.4044943820224719,0.16700091646912374,Training
107,0.1767515923566879,0.4044943820224719,0.16525742916392183,Training
108,0.1767515923566879,0.4101123595505618,0.16459167140594025,Training
109,0.17914012738853502,0.4101123595505618,0.16294295807396209,Training
110,0.17914012738853502,0.4157303370786517,0.16258832471052015,Training
111,0.18152866242038215,0.4157303370786517,0.15988950594191748,Training
112,0.18152866242038215,0.42134831460674155,0.15979504348110865,Training
113,0.1839171974522293,0.42134831460674155,0.1575887391943471,Training
114,0.1839171974522293,0.42696629213483145,0.15729172141193465,Training
115,0.1926751592356688,0.42696629213483145,0.15161643031044958,Training
116,0.1926751592356688,0.43258426966292135,0.15116303415125945,Training
117,0.2014331210191083,0.43258426966292135,0.1461192052216273,Training
118,0.2014331210191083,0.43820224719101125,0.14502874758432274,Training
119,0.2054140127388535,0.43820224719101125,0.1412464756973154,Training
120,0.2054140127388535,0.4438202247191011,0.14089988973829343,Training
121,0.2070063694267516,0.4438202247191011,0.13578959144105515,Training
122,0.2070063694267516,0.449438202247191,0.13511984307272593,Training
123,0.20939490445859874,0.449438202247191,0.13338544583477235,Training
124,0.20939490445859874,0.4550561797752809,0.13329560981595612,Training
125,0.21735668789808918,0.4550561797752809,0.12445020517757152,Training
