,30m_FPR,30m_TPR,30m_Threshold,60m_FPR,60m_TPR,60m_Threshold,84m_FPR,84m_TPR,84m_Threshold
0,0.0,0.0,7.653315786854456,0.0,0.0,7.653315786854456,0.0,0.0,7.653315786854456
1,0.0,0.017857142857142856,6.653315786854456,0.0,0.009174311926605505,6.653315786854456,0.0,0.0056179775280898875,6.653315786854456
2,0.0,0.07142857142857142,5.447114896476096,0.0,0.10091743119266056,4.616782082543866,0.0,0.06741573033707865,4.616782082543866
3,0.002243829468960359,0.07142857142857142,5.1111276372477175,0.0009285051067780873,0.10091743119266056,4.611492399077689,0.0010427528675703858,0.06741573033707865,4.611492399077689
4,0.002243829468960359,0.08928571428571429,4.956788816354414,0.0009285051067780873,0.1743119266055046,4.394378144648655,0.0010427528675703858,0.11797752808988764,4.394378144648655
5,0.0029917726252804786,0.08928571428571429,4.869494945021126,0.0018570102135561746,0.1743119266055046,4.38464551895127,0.0020855057351407717,0.11797752808988764,4.38464551895127
6,0.0029917726252804786,0.10714285714285714,4.816472745063747,0.0018570102135561746,0.1834862385321101,4.345490082003838,0.0020855057351407717,0.12359550561797752,4.345490082003838
7,0.0037397157816005983,0.10714285714285714,4.676894187951519,0.002785515320334262,0.1834862385321101,4.3393697212257525,0.0031282586027111575,0.12359550561797752,4.3393697212257525
8,0.0037397157816005983,0.125,4.656133732273744,0.002785515320334262,0.2018348623853211,4.297756455624857,0.0031282586027111575,0.1348314606741573,4.297756455624857
9,0.005235602094240838,0.125,4.634802364423297,0.004642525533890436,0.2018348623853211,4.262510061911724,0.005213764337851929,0.1348314606741573,4.262510061911724
10,0.005235602094240838,0.14285714285714285,4.616782082543866,0.004642525533890436,0.22935779816513763,4.199683694795162,0.005213764337851929,0.15168539325842698,4.199683694795162
11,0.0074794315632011965,0.14285714285714285,4.5530598042288215,0.005571030640668524,0.22935779816513763,4.194902575633964,0.0072992700729927005,0.15168539325842698,4.191916743119696
12,0.0074794315632011965,0.16071428571428573,4.532957344295788,0.005571030640668524,0.29357798165137616,4.113819320996115,0.0072992700729927005,0.19101123595505617,4.113819320996115
13,0.008227374719521317,0.16071428571428573,4.499810032996909,0.0064995357474466105,0.29357798165137616,4.102270367154621,0.008342022940563087,0.19101123595505617,4.102270367154621
14,0.008227374719521317,0.17857142857142858,4.492218239131285,0.0064995357474466105,0.30275229357798167,4.08088660817324,0.008342022940563087,0.19662921348314608,4.08088660817324
15,0.008975317875841436,0.17857142857142858,4.468518153068227,0.008356545961002786,0.30275229357798167,4.059898628165859,0.010427528675703858,0.19662921348314608,4.059898628165859
16,0.008975317875841436,0.21428571428571427,4.451846861272355,0.008356545961002786,0.3119266055045872,4.029660663069661,0.010427528675703858,0.20224719101123595,4.029660663069661
17,0.009723261032161555,0.21428571428571427,4.437886715931237,0.009285051067780872,0.3119266055045872,4.008811803365727,0.011470281543274244,0.20224719101123595,4.008811803365727
18,0.009723261032161555,0.25,4.394378144648655,0.009285051067780872,0.3394495412844037,3.961944387059753,0.011470281543274244,0.2247191011235955,3.937830674760322
19,0.012715033657442034,0.25,4.309809306841644,0.01021355617455896,0.3394495412844037,3.935651030508624,0.01251303441084463,0.2247191011235955,3.935651030508624
20,0.012715033657442034,0.26785714285714285,4.297756455624857,0.01021355617455896,0.3486238532110092,3.922130612705203,0.01251303441084463,0.2303370786516854,3.922130612705203
21,0.014210919970082274,0.26785714285714285,4.262510061911724,0.011142061281337047,0.3486238532110092,3.906257694626785,0.013555787278415016,0.2303370786516854,3.906257694626785
22,0.014210919970082274,0.32142857142857145,4.199683694795162,0.011142061281337047,0.3853211009174312,3.85257076750292,0.013555787278415016,0.2640449438202247,3.848438447335385
23,0.015706806282722512,0.32142857142857145,4.191916743119696,0.012070566388115135,0.3853211009174312,3.844352536571327,0.014598540145985401,0.2640449438202247,3.844352536571327
24,0.015706806282722512,0.35714285714285715,4.178909549705669,0.012070566388115135,0.3944954128440367,3.832254481081738,0.014598540145985401,0.2696629213483146,3.832254481081738
25,0.016454749439042633,0.35714285714285715,4.172502087371133,0.012999071494893221,0.3944954128440367,3.82761215049255,0.01564129301355579,0.2696629213483146,3.82761215049255
26,0.016454749439042633,0.375,4.172073854419633,0.012999071494893221,0.4036697247706422,3.826970528148656,0.01564129301355579,0.2752808988764045,3.826970528148656
27,0.01795063575168287,0.375,4.150947433350294,0.014856081708449397,0.4036697247706422,3.813363606930679,0.017726798748696558,0.2752808988764045,3.813363606930679
28,0.01795063575168287,0.39285714285714285,4.113819320996115,0.014856081708449397,0.44036697247706424,3.7488786691999008,0.017726798748696558,0.29775280898876405,3.7488786691999008
29,0.018698578908002993,0.39285714285714285,4.102270367154621,0.016713091922005572,0.44036697247706424,3.692461425645139,0.01981230448383733,0.29775280898876405,3.692461425645139
30,0.018698578908002993,0.4107142857142857,4.08088660817324,0.016713091922005572,0.45871559633027525,3.669450428594468,0.01981230448383733,0.3089887640449438,3.669450428594468
31,0.02019446522064323,0.4107142857142857,4.059898628165859,0.017641597028783658,0.45871559633027525,3.662200186525217,0.020855057351407715,0.3089887640449438,3.662200186525217
32,0.02019446522064323,0.42857142857142855,4.029660663069661,0.017641597028783658,0.46788990825688076,3.6615336613680816,0.020855057351407715,0.3146067415730337,3.6615336613680816
33,0.02243829468960359,0.42857142857142855,4.008811803365727,0.018570102135561744,0.46788990825688076,3.660705175914469,0.021897810218978103,0.3146067415730337,3.660705175914469
