,C-index,Concordance,Discordant,Tied risk,Tied time
0,0.829955938724753,173860.0,35621.0,0.0,89.0
1,0.8262955812863586,192179.0,40400.0,0.0,6300.0
2,0.8461568428844131,195480.0,35541.0,0.0,10030.0
3,0.8389291981858671,195520.0,37539.0,0.0,7540.0
4,0.8491643634479185,157306.0,27942.0,0.0,9138.0
5,0.8290997086739968,176449.0,36371.0,0.0,6360.0
6,0.83847113913835,178700.0,34426.0,0.0,7738.0
7,0.8062145051030012,175604.0,42209.0,0.0,7587.0
8,0.817229044894179,172951.0,38680.0,0.0,8948.0
9,0.8303943923655097,196654.0,40166.0,0.0,8767.0
10,0.8341399506117506,193553.0,38486.0,0.0,1336.0
11,0.8423006200230989,221707.0,41509.0,0.0,9814.0
12,0.8208265046032992,176797.0,38592.0,0.0,7599.0
13,0.8313142311102536,180953.0,36718.0,0.0,8877.0
14,0.8433070243687305,202688.0,37661.0,0.0,2531.0
15,0.8679117971334068,196799.0,29951.0,0.0,5044.0
16,0.8754748946228487,172599.0,24550.0,0.0,3913.0
17,0.8523445599420167,185806.0,32188.0,0.0,8779.0
18,0.8428433151256621,173281.0,32310.0,0.0,5111.0
19,0.8272914462747468,175174.0,36570.0,0.0,3850.0
20,0.8506609730613728,187256.0,32874.0,0.0,5089.0
21,0.8364928688769414,179237.0,35035.0,0.0,7626.0
22,0.862070426513511,183121.0,29299.0,0.0,98.0
23,0.8613865579834622,183030.0,29453.0,0.0,5127.0
24,0.8494339286244911,171516.0,30402.0,0.0,2631.0
25,0.8363733445208288,175436.0,34322.0,0.0,6338.0
26,0.8483632931485692,197745.0,35345.0,0.0,3832.0
27,0.8253230790987476,198425.0,41996.0,0.0,3808.0
28,0.8353971251182547,218113.0,42976.0,0.0,8656.0
29,0.8466290417508817,185565.0,33616.0,0.0,7549.0
30,0.8656804980599582,186742.0,28975.0,0.0,6363.0
31,0.8690784451662151,174192.0,26241.0,0.0,2616.0
32,0.8706708165022184,184072.0,27342.0,0.0,6385.0
33,0.8444559854583226,185364.0,34143.0,0.0,3809.0
34,0.8493739622133465,189266.0,33564.0,0.0,7612.0
35,0.8410684920864427,194868.0,36823.0,0.0,11280.0
36,0.8593032832284196,178418.0,29213.0,0.0,7731.0
37,0.8442683064425138,209517.0,38647.0,0.0,8720.0
38,0.8746755422521053,195783.0,28052.0,0.0,6304.0
39,0.8583030468377001,176177.0,29085.0,0.0,3878.0
