,Predicted probability,Observed probability,Observed probability histogram,Observed probability bin edges,Delta,Predicted probability interp,Observed probability interp
0,0.017442303488720556,0.01513826200943269,1199.0,0.01513826200943269,0.002304041479287866,0.007442303488720556,0.006620803834803235
1,0.017442303488720556,0.01513826200943269,168.0,0.045253034732646046,0.00420563411838637,0.01134376911999747,0.00996820227665085
2,0.017442303488720556,0.01513826200943269,33.0,0.0753678074558594,0.002304041479287866,0.015245234751274386,0.013282583672966086
3,0.017442303488720556,0.01513826200943269,55.0,0.10548258017907275,0.002936703158691767,0.0191467003825513,0.01657339835387206
4,0.017442303488720556,0.01513826200943269,11.0,0.1355973529022861,0.014826236784140079,0.023048166013828215,0.01984610639566775
5,0.017442303488720556,0.01513826200943269,4.0,0.16571212562549947,0.002304041479287866,0.02694963164510513,0.023104274934638513
6,0.017442303488720556,0.01513826200943269,3.0,0.1958268983487128,0.002304041479287866,0.030851097276382043,0.026350421211130404
7,0.017442303488720556,0.01513826200943269,0.0,0.22594167107192617,0.002304041479287866,0.034752562907658956,0.029586418866178077
8,0.017442303488720556,0.01513826200943269,0.0,0.25605644379513953,0.002304041479287866,0.038654028538935875,0.03281371830411861
9,0.017442303488720556,0.01513826200943269,1.0,0.28617121651835287,0.002304041479287866,0.04255549417021279,0.03603347668212742
10,0.017442303488720556,0.01513826200943269,,0.31628598924156626,0.011884285378143122,0.0464569598014897,0.0392466395868909
11,0.017442303488720556,0.01513826200943269,,,0.01841244844628742,0.05035842543276661,0.042453994950615526
12,0.017442303488720556,0.01513826200943269,,,0.005986854228767102,0.05425989106404353,0.04565621008329035
13,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.058161356695320444,0.048853857953210844
14,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.06206282232659736,0.052047436355185495
15,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.06596428795787428,0.055237382220807985
16,0.017442303488720556,0.01513826200943269,,,0.003733554374973136,0.06986575358915119,0.05842408251858555
17,0.017442303488720556,0.01513826200943269,,,0.004734261577036825,0.07376721922042812,0.0616078827029658
18,0.017442303488720556,0.01513826200943269,,,0.005986854228767102,0.07766868485170503,0.06478909336482275
19,0.017442303488720556,0.01513826200943269,,,0.002936703158691767,0.08157015048298194,0.06796799553800126
20,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.08547161611425885,0.07114484498525153
21,0.017442303488720556,0.01513826200943269,,,0.01841244844628742,0.08937308174553577,0.07431987569781473
22,0.017442303488720556,0.01513826200943269,,,0.004734261577036825,0.09327454737681268,0.0774933027812279
23,0.017442303488720556,0.01513826200943269,,,0.004734261577036825,0.0971760130080896,0.08066532485638322
24,0.017442303488720556,0.01513826200943269,,,0.009488357284836768,0.10107747863936652,0.08383612607362456
25,0.017442303488720556,0.01513826200943269,,,0.011884285378143122,0.10497894427064343,0.08700587781493041
26,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.10888040990192034,0.09017474014240268
27,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.11278187553319725,0.09334286303872197
28,0.017442303488720556,0.01513826200943269,,,0.01841244844628742,0.11668334116447417,0.09651038747570462
29,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.12058480679575109,0.09967744633982145
30,0.017442303488720556,0.01513826200943269,,,0.003733554374973136,0.124486272427028,0.10284416523791828
31,0.017442303488720556,0.01513826200943269,,,0.002936703158691767,0.12838773805830492,0.1060106632019735
32,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.13228920368958183,0.10917705330832528
33,0.017442303488720556,0.01513826200943269,,,0.007548878527186553,0.13619066932085874,0.11234344322399137
34,0.017442303488720556,0.01513826200943269,,,0.004734261577036825,0.14009213495213566,0.11550993569059431
35,0.017442303488720556,0.01513826200943269,,,0.005986854228767102,0.14399360058341257,0.1186766289546165
36,0.017442303488720556,0.01513826200943269,,,0.005986854228767102,0.14789506621468948,0.12184361715126235
37,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.1517965318459664,0.1250109906480944
38,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.1556979974772433,0.12817883635364324
39,0.017442303488720556,0.01513826200943269,,,0.009488357284836768,0.15959946310852022,0.1313472379953574
40,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.16350092873979713,0.13451627637071661
41,0.017442303488720556,0.01513826200943269,,,0.002936703158691767,0.16740239437107404,0.1376860295746778
42,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.17130386000235096,0.14085657320625178
43,0.017442303488720556,0.01513826200943269,,,0.002936703158691767,0.17520532563362787,0.14402798055660226
44,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.17910679126490478,0.1472003227807258
45,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.18300825689618172,0.15037366905451988
46,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.18690972252745863,0.15354808671880693
47,0.017442303488720556,0.01513826200943269,,,0.007548878527186553,0.19081118815873555,0.15672364141169193
48,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.19471265379001246,0.15990039719045734
49,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.19861411942128937,0.16307841664403822
50,0.017442303488720556,0.01513826200943269,,,0.002936703158691767,0.20251558505256628,0.16625776099704437
51,0.017442303488720556,0.01513826200943269,,,0.011884285378143122,0.2064170506838432,0.1694384902061269
52,0.017442303488720556,0.01513826200943269,,,0.02274547329203025,0.2103185163151201,0.17262066304942636
53,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.21421998194639702,0.17580433720978728
54,0.017442303488720556,0.01513826200943269,,,0.003733554374973136,0.21812144757767393,0.17898956935225596
55,0.017442303488720556,0.01513826200943269,,,0.004734261577036825,0.22202291320895085,0.18217641519646122
56,0.017442303488720556,0.01513826200943269,,,0.009488357284836768,0.22592437884022776,0.18536492958425443
57,0.017442303488720556,0.01513826200943269,,,0.011884285378143122,0.22982584447150467,0.18855516654309878
58,0.017442303488720556,0.01513826200943269,,,0.007548878527186553,0.2337273101027816,0.19174717934555352
59,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.23762877573405852,0.19494102056516094
60,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.24153024136533544,0.19813674212909904
61,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.24543170699661235,0.20133439536783437
62,0.017442303488720556,0.01513826200943269,,,0.002936703158691767,0.24933317262788926,0.20453403106201662
63,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.2532346382591662,0.20773569948688586
64,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.2571361038904431,0.2109394504543426
65,0.017442303488720556,0.01513826200943269,,,0.01841244844628742,0.26103756952172,0.21414533335292152
66,0.017442303488720556,0.01513826200943269,,,0.009488357284836768,0.26493903515299694,0.2173533971857894
67,0.017442303488720556,0.01513826200943269,,,0.007548878527186553,0.26884050078427385,0.2205636906069568
68,0.017442303488720556,0.01513826200943269,,,0.004734261577036825,0.27274196641555076,0.2237762619558471
69,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.2766434320468277,0.22699115929030655
70,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.2805448976781046,0.23020843041826755
71,0.017442303488720556,0.01513826200943269,,,0.014826236784140079,0.2844463633093815,0.23342812292807025
72,0.017442303488720556,0.01513826200943269,,,0.002936703158691767,0.2883478289406584,0.23665028421761658
73,0.017442303488720556,0.01513826200943269,,,0.003733554374973136,0.2922492945719353,0.23987496152242482
74,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.29615076020321224,0.2431022019426864
75,0.017442303488720556,0.01513826200943269,,,0.02274547329203025,0.30005222583448915,0.24633205246936485
76,0.017442303488720556,0.01513826200943269,,,0.007548878527186553,0.30395369146576606,0.24956456000948624
77,0.017442303488720556,0.01513826200943269,,,0.002936703158691767,0.307855157097043,0.25279977141060495
78,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.3117566227283199,0.25603773348458025
79,0.017442303488720556,0.01513826200943269,,,0.005986854228767102,0.3156580883595968,0.25927849303066297
80,0.017442303488720556,0.01513826200943269,,,0.005986854228767102,0.3195595539908737,0.2625220968580313
81,0.017442303488720556,0.01513826200943269,,,0.002304041479287866,0.3234610196221506,0.26576859180771606
82,0.017442303488720556,0.01513826200943269,,,0.014826236784140079,0.32736248525342754,0.2690180247740861
83,0.017442303488720556,0.01513826200943269,,,0.027924171593197378,0.33126395088470445,0.27227044272584144
84,0.017442303488720556,0.01513826200943269,,,0.007548878527186553,0.33516541651598136,0.2755258927266099
85,0.017442303488720556,0.01513826200943269,,,0.003733554374973136,0.3390668821472583,0.2787844219552076
86,0.017442303488720556,0.01513826200943269,,,0.03403048454655255,0.3429683477785352,0.2820460777254985
87,0.017442303488720556,0.01513826200943269,,,0.011884285378143122,0.3468698134098121,0.2853109075060569
