,C-index,Concordance,Discordant,Tied risk,Tied time
0,0.7201321360887145,139827.0,47600.0,22054.0,89.0
1,0.7390327587615391,160878.0,49690.0,22011.0,6300.0
2,0.7575501794209184,165069.0,46070.0,19882.0,10030.0
3,0.7392012323059826,161604.0,50108.0,21347.0,7540.0
4,0.7504210571774054,131672.0,38892.0,14684.0,9138.0
5,0.7461187858283996,149652.0,44894.0,18274.0,6360.0
6,0.7439448964462337,148043.0,44061.0,21022.0,7738.0
7,0.7015559218228481,140334.0,52531.0,24948.0,7587.0
8,0.7226091640638659,142994.0,48772.0,19865.0,8948.0
9,0.7117642091039608,156298.0,55998.0,24524.0,8767.0
10,0.7288731635630218,158878.0,52663.0,20498.0,1336.0
11,0.7490445109719774,185241.0,54136.0,23839.0,9814.0
12,0.7253132704084239,146300.0,49240.0,19849.0,7599.0
13,0.7467531274262533,153245.0,45823.0,18603.0,8877.0
14,0.7364582336518979,165940.0,52275.0,22134.0,2531.0
15,0.7363506063947078,156496.0,49311.0,20943.0,5044.0
16,0.7666384308315031,142859.0,37724.0,16566.0,3913.0
17,0.766000440379093,158022.0,42049.0,17923.0,8779.0
18,0.7368148411165858,142393.0,45019.0,18179.0,5111.0
19,0.717751152334895,140502.0,48287.0,22955.0,3850.0
20,0.7601508199700178,158526.0,43992.0,17612.0,5089.0
21,0.7482638888888888,150697.0,44305.0,19270.0,7626.0
22,0.735022596742303,146657.0,46810.0,18953.0,98.0
23,0.7299289825538984,144115.0,46403.0,21965.0,5127.0
24,0.7529095969651046,142446.0,40312.0,19160.0,2631.0
25,0.7404771212540165,145807.0,44923.0,19028.0,6338.0
26,0.7378823630357373,161095.0,50199.0,21796.0,3832.0
27,0.6896485747917195,152686.0,61495.0,26240.0,3808.0
28,0.7559299702400331,186466.0,52825.0,21798.0,8656.0
29,0.7292967912364666,150318.0,49803.0,19060.0,7549.0
30,0.756535182669887,154309.0,43631.0,17777.0,6363.0
31,0.7729889788607665,146711.0,37279.0,16443.0,2616.0
32,0.7922559527751237,160501.0,36927.0,13986.0,6385.0
33,0.7405094142783601,152266.0,46679.0,20562.0,3809.0
34,0.7509693488309473,158078.0,46231.0,18521.0,7612.0
35,0.7254856684118071,156863.0,52377.0,22451.0,11280.0
36,0.7372742991171839,144259.0,45728.0,17644.0,7731.0
37,0.7290541738527748,169146.0,55460.0,23558.0,8720.0
38,0.7846181338932696,167304.0,39889.0,16642.0,6304.0
39,0.7522386023716031,145400.0,41850.0,18012.0,3878.0
40,0.7393630618953865,153961.0,47218.0,21794.0,6308.0
41,0.766531779301655,179765.0,47771.0,20078.0,3803.0
42,0.7481127456786614,178681.0,52998.0,21599.0,7417.0
43,0.7465966784654439,158269.0,47916.0,17567.0,8909.0
44,0.7234276111298356,143216.0,47757.0,22651.0,1464.0
45,0.7607190815259671,146440.0,41207.0,14166.0,7674.0
46,0.7426689400761561,152085.0,45912.0,20764.0,5086.0
47,0.7326770380330715,161175.0,51814.0,22017.0,6332.0
48,0.7393900775076275,146946.0,45887.0,18243.0,2587.0
49,0.7431898717250733,145927.0,44082.0,19385.0,7597.0
50,0.7058007240131012,151330.0,55822.0,24888.0,11180.0
51,0.7666984492250709,159006.0,42646.0,16497.0,3861.0
52,0.7629020300421686,152550.0,41201.0,18018.0,3885.0
53,0.7642978735410573,153449.0,41041.0,18164.0,7533.0
54,0.7354254768786813,144860.0,45655.0,20178.0,2618.0
55,0.7488060794896048,153178.0,45855.0,16643.0,5076.0
56,0.7363493730631087,159865.0,50500.0,20998.0,8833.0
57,0.7690954321892235,166089.0,43424.0,18408.0,11286.0
58,0.7940225109693283,178232.0,39521.0,18132.0,11337.0
59,0.742503293681859,146238.0,44633.0,18621.0,6376.0
60,0.7223914542639625,147239.0,49848.0,21876.0,2603.0
61,0.7519247931858853,153154.0,44193.0,18910.0,3849.0
62,0.7078428133821851,130798.0,47749.0,21241.0,6344.0
63,0.7589269077250483,146245.0,40637.0,17052.0,2616.0
64,0.72743373903796,173798.0,57457.0,24514.0,6280.0
