,Predicted probability,Observed probability,Observed probability histogram,Observed probability bin edges,Delta,Predicted probability interp,Observed probability interp
0,0.023879629456227902,0.019475706568337525,1178.0,0.019475706568337525,0.004403922887890377,0.013879629456227902,0.011078573830236582
1,0.023879629456227902,0.019475706568337525,0.0,0.02816142508853492,0.004403922887890377,0.01506865112919199,0.01206662173496964
2,0.023879629456227902,0.019475706568337525,0.0,0.03684714360873231,0.004403922887890377,0.01625767280215608,0.013057853405494924
3,0.023879629456227902,0.019475706568337525,0.0,0.04553286212892971,0.004403922887890377,0.017446694475120164,0.014052058728748151
4,0.023879629456227902,0.019475706568337525,0.0,0.0542185806491271,0.015259883309361122,0.018635716148084253,0.015049055663831967
5,0.023879629456227902,0.019475706568337525,0.0,0.0629042991693245,0.004403922887890377,0.019824737821048342,0.016048684922518208
6,0.023879629456227902,0.019475706568337525,0.0,0.07159001768952189,0.004403922887890377,0.021013759494012428,0.017050805918718548
7,0.023879629456227902,0.019475706568337525,0.0,0.08027573620971928,0.004403922887890377,0.022202781166976517,0.01805529362904179
8,0.023879629456227902,0.019475706568337525,0.0,0.08896145472991668,0.004403922887890377,0.023391802839940606,0.019062036121379244
9,0.023879629456227902,0.019475706568337525,231.0,0.09764717325011407,0.015259883309361122,0.024580824512904692,0.020070932582436085
10,0.023879629456227902,0.019475706568337525,,0.10633289177031147,0.004403922887890377,0.025769846185868778,0.02108189172408015
11,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.02695886785883287,0.022094830481541705
12,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.028147889531796956,0.023109672939434223
13,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.02933691120476104,0.024126349437742278
14,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.030525932877725134,0.025144795821512078
15,0.023879629456227902,0.019475706568337525,,,0.015259883309361122,0.03171495455068922,0.02616495280642339
16,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.032903976223653306,0.02718676543865417
17,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.0340929978966174,0.02821018263210573
18,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.035282019569581484,0.02923515676958799
19,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.03647104124254557,0.030261643357256784
20,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.037660062915509655,0.03128960072368281
21,0.023879629456227902,0.019475706568337525,,,0.015259883309361122,0.03884908458847375,0.03231898975655312
22,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.040038106261437834,0.03334977367128955
23,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.04122712793440192,0.03438191780687505
24,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.04241614960736601,0.035415389444997336
25,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.0436051712803301,0.03645015764925985
26,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.04479419295329418,0.03748619312175139
27,0.023879629456227902,0.019475706568337525,,,0.015259883309361122,0.04598321462625827,0.0385234680746821
28,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.04717223629922236,0.03956195611515578
29,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.04836125797218645,0.04060163214143564
30,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.04955027964515053,0.04164247224930018
31,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.050739301318114625,0.04268445364729012
32,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.05192832299107871,0.043727554579811256
33,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.0531173446640428,0.0447717542572017
34,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.05430636633700689,0.04581703279199123
35,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.055495388009970975,0.046863371140678955
36,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.05668440968293506,0.047910751050443845
37,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.05787343135589915,0.04895915501027481
38,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.05906245302886324,0.0500085662060713
39,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.060251474701827325,0.0510589684793159
40,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.06144049637479141,0.052110346288971265
41,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.0626295180477555,0.05316268467629193
42,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.06381853972071959,0.05421596923227601
43,0.023879629456227902,0.019475706568337525,,,0.004403922887890377,0.06500756139368367,0.05527018606751277
44,0.023879629456227902,0.019475706568337525,,,0.015259883309361122,0.06619658306664777,0.056325321784211124
