,30m_FPR,30m_TPR,30m_Threshold,60m_FPR,60m_TPR,60m_Threshold,84m_FPR,84m_TPR,84m_Threshold
0,0.0,0.0,2.674340590972824,0.0,0.0,2.674340590972824,0.0,0.0,2.674340590972824
1,0.14360508601346297,0.6428571428571429,1.674340590972824,0.11792014856081709,0.5688073394495413,1.674340590972824,0.1032325338894682,0.47191011235955055,1.674340590972824
2,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
