covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,z,p,-log2(p)
V0XLPFROA,1.6797136995221866,5.364020029764572,0.15325943572140052,1.3793307252173101,1.9800966738270631,3.9722422161095507,7.243443202689631,10.95993660433162,5.954106303749643e-28,90.44010167737243
