,FPR,TPR,Threshold,Cohort
0,0.0,0.0,3.097729390901391,Training
1,0.0,0.0056179775280898875,2.097729390901391,Training
2,0.0007961783439490446,0.0056179775280898875,1.356135814300612,Training
3,0.0007961783439490446,0.011235955056179775,1.3164778733412479,Training
4,0.0015923566878980893,0.011235955056179775,1.2956698215903977,Training
5,0.0015923566878980893,0.016853932584269662,1.2456697136614474,Training
6,0.0023885350318471337,0.016853932584269662,1.2324918154651463,Training
7,0.0023885350318471337,0.02247191011235955,1.1644717595397396,Training
8,0.0031847133757961785,0.02247191011235955,1.1537530211069134,Training
9,0.0031847133757961785,0.05056179775280899,1.0109003619508108,Training
10,0.003980891719745223,0.05056179775280899,0.9401292188509315,Training
11,0.003980891719745223,0.06179775280898876,0.8988664615817114,Training
12,0.005573248407643312,0.06179775280898876,0.8761706650860325,Training
13,0.005573248407643312,0.06741573033707865,0.8754797694187645,Training
14,0.007165605095541401,0.06741573033707865,0.8461150891679098,Training
15,0.007165605095541401,0.07303370786516854,0.8189585056152586,Training
16,0.00875796178343949,0.07303370786516854,0.7660371233003845,Training
17,0.00875796178343949,0.07865168539325842,0.7386720227164761,Training
18,0.009554140127388535,0.07865168539325842,0.7374139867484405,Training
19,0.009554140127388535,0.08426966292134831,0.7355620900941396,Training
20,0.011146496815286623,0.08426966292134831,0.7079919676469363,Training
21,0.011146496815286623,0.0898876404494382,0.6947374749757803,Training
22,0.012738853503184714,0.0898876404494382,0.6843161741808356,Training
23,0.012738853503184714,0.09550561797752809,0.6709474059575277,Training
24,0.013535031847133758,0.09550561797752809,0.6621513700622532,Training
25,0.013535031847133758,0.10112359550561797,0.6615819275242036,Training
26,0.01592356687898089,0.10112359550561797,0.6386304594073988,Training
27,0.01592356687898089,0.10674157303370786,0.6342285556021394,Training
28,0.01751592356687898,0.10674157303370786,0.6161962746516874,Training
29,0.01751592356687898,0.11235955056179775,0.6147860279376413,Training
30,0.018312101910828025,0.11235955056179775,0.6127914706015132,Training
31,0.018312101910828025,0.1348314606741573,0.5948161602024815,Training
32,0.022292993630573247,0.1348314606741573,0.5760747597695537,Training
33,0.022292993630573247,0.14606741573033707,0.5720240939203609,Training
34,0.02308917197452229,0.14606741573033707,0.568895446238561,Training
35,0.02308917197452229,0.15168539325842698,0.5675015425222907,Training
36,0.026273885350318472,0.15168539325842698,0.5494399816182027,Training
37,0.026273885350318472,0.16292134831460675,0.547551988592686,Training
38,0.02786624203821656,0.16292134831460675,0.5356602569094863,Training
39,0.02786624203821656,0.1797752808988764,0.5217624078823186,Training
40,0.030254777070063694,0.1797752808988764,0.5176466186246335,Training
41,0.030254777070063694,0.19662921348314608,0.5165746149882965,Training
42,0.03184713375796178,0.19662921348314608,0.5038865364944073,Training
43,0.03184713375796178,0.20224719101123595,0.4988093052296119,Training
44,0.03264331210191083,0.20224719101123595,0.48462089922624646,Training
45,0.03264331210191083,0.21348314606741572,0.478329451390262,Training
46,0.03343949044585987,0.21348314606741572,0.4782518454281676,Training
47,0.03343949044585987,0.21910112359550563,0.47694422312238105,Training
48,0.03503184713375796,0.21910112359550563,0.46834413606118347,Training
49,0.03503184713375796,0.2247191011235955,0.46686610748168744,Training
